user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,perceived_stress_score,daily_steps_count,likes_given_per_day,comments_written_per_day,dms_sent_per_week,followers_count,following_count,uses_premium_features,account_creation_year,privacy_setting_level
543,Instagram,45,Female,Canada,Rural,Lower-middle,Full-time employed,Widowed,Yes,8.7,6.9,Poor,No,12,7887,94,28,16,3256,7618,No,2019,Public
544,Instagram,42,Female,Germany,Rural,Middle,Student,Single,No,5.4,5.4,Average,No,10,8177,53,13,13,837,374,Yes,2019,Private
545,Instagram,49,Female,Canada,Urban,Middle,Student,Single,No,5.8,8.1,Good,Yes,33,7943,193,48,41,627,929,No,2018,Private
546,Instagram,35,Male,Canada,Rural,High,Student,Married,No,3.4,9.2,Poor,Former,37,8133,244,67,52,4767,10000,No,2010,Friends only
547,Instagram,22,Female,India,Suburban,Low,Student,Divorced,No,14,6.9,Good,No,20,8089,177,53,41,9566,10000,Yes,2024,Public
548,Instagram,17,Male,South Korea,Suburban,Low,Full-time employed,In a relationship,No,9.3,5.1,Good,Former,35,7892,175,37,35,861,2029,Yes,2016,Friends only
549,Instagram,48,Male,South Korea,Suburban,Lower-middle,Full-time employed,Married,No,12.2,6.6,Average,No,34,7991,197,45,32,222,455,Yes,2016,Private
550,Instagram,46,Male,United Kingdom,Rural,Low,Full-time employed,Married,No,8.2,5.7,Excellent,Yes,12,7832,43,7,10,2593,3544,No,2022,Private
551,Instagram,64,Non-binary,Other,Urban,Upper-middle,Unemployed,Single,Yes,15.1,7.9,Average,No,11,8086,71,14,21,222,342,No,2011,Public
552,Instagram,43,Female,Australia,Suburban,Middle,Full-time employed,Single,No,7.5,8,Average,No,22,7987,107,29,28,1582,3286,Yes,2019,Private
553,Instagram,22,Female,Australia,Urban,Low,Full-time employed,Married,Yes,6.5,5.9,Very poor,No,23,8103,84,26,28,3037,1639,Yes,2017,Public
554,Instagram,31,Non-binary,Other,Suburban,Upper-middle,Unemployed,Married,No,8.9,6.9,Poor,No,0,7905,40,9,9,614,391,No,2025,Friends only
555,Instagram,44,Female,South Korea,Rural,Low,Student,In a relationship,Yes,3.2,7.6,Average,No,40,7887,197,73,65,646,1475,Yes,2011,Public
556,Instagram,13,Female,Brazil,Urban,Lower-middle,Full-time employed,Single,No,0.1,7.1,Poor,No,20,7934,57,19,12,4238,2769,Yes,2020,Friends only
557,Instagram,17,Non-binary,Other,Urban,Middle,Full-time employed,Single,No,4.6,9,Average,Former,38,8091,220,67,65,343,638,No,2021,Private
558,Instagram,57,Male,India,Urban,Middle,Full-time employed,In a relationship,No,6.5,6.2,Excellent,No,11,7944,70,16,15,1897,1434,No,2021,Private
559,Instagram,16,Male,Brazil,Urban,Upper-middle,Full-time employed,Divorced,No,8.6,6.4,Poor,Yes,9,7839,110,46,20,194,114,Yes,2014,Public
560,Instagram,28,Male,Germany,Urban,Upper-middle,Unemployed,Married,No,4.8,7.8,Poor,No,40,8045,189,55,47,1023,1065,No,2023,Private
561,Instagram,36,Female,Germany,Urban,Middle,Full-time employed,Single,No,9.5,5.8,Excellent,No,39,8077,222,60,41,799,818,No,2017,Private
562,Instagram,28,Male,Brazil,Urban,Upper-middle,Part-time,Divorced,Yes,3.9,9.1,Good,No,33,7974,158,43,30,1076,2264,No,2013,Public
563,Instagram,14,Female,Other,Urban,Middle,Full-time employed,Single,Yes,17.8,7.1,Good,Former,31,7829,172,50,44,3790,7399,Yes,2020,Friends only
564,Instagram,61,Female,Canada,Urban,Low,Full-time employed,Married,Yes,8.4,6.2,Average,No,24,7990,83,20,17,1092,1174,Yes,2023,Private
565,Instagram,40,Female,United States,Urban,Lower-middle,Student,In a relationship,Yes,10.9,6.1,Excellent,No,23,7979,106,30,33,440,534,No,2019,Public
566,Instagram,44,Female,India,Suburban,Upper-middle,Full-time employed,Single,No,4.7,6.1,Poor,Yes,36,7842,152,47,42,822,1367,No,2014,Friends only
567,Instagram,39,Female,United States,Urban,High,Freelancer,In a relationship,Yes,4.9,6.4,Excellent,No,10,7966,124,29,22,1809,4291,Yes,2017,Friends only
568,Instagram,32,Non-binary,Japan,Urban,Upper-middle,Full-time employed,Single,Yes,6.3,6.3,Excellent,No,21,8018,75,25,16,2056,2546,Yes,2014,Friends only
569,Instagram,36,Female,United States,Urban,Middle,Retired,Single,No,12.4,5.7,Excellent,No,22,8036,115,39,34,4610,5885,No,2019,Public
570,Instagram,24,Female,United States,Rural,Low,Part-time,Married,No,9,8,Average,No,37,8004,197,68,30,3070,1996,No,2014,Public
571,Instagram,62,Female,United States,Suburban,High,Full-time employed,Married,Yes,12.7,7.9,Good,Yes,2,7786,25,7,11,1949,3394,No,2025,Public
572,Instagram,47,Female,United States,Suburban,Lower-middle,Full-time employed,In a relationship,Yes,4.4,5,Poor,No,8,8034,36,14,14,90,71,No,2021,Private
573,Instagram,45,Male,India,Suburban,Middle,Full-time employed,Divorced,No,15.6,7.3,Good,No,16,8092,114,38,26,4639,2163,No,2018,Friends only
574,Instagram,45,Female,Brazil,Urban,Lower-middle,Student,Married,No,5.8,9.1,Very poor,No,31,8073,168,53,44,1505,2549,No,2024,Private
575,Instagram,63,Male,Brazil,Urban,High,Student,Married,Yes,3.6,7.4,Poor,No,26,7973,134,33,36,967,1473,No,2018,Friends only
576,Instagram,55,Female,Brazil,Urban,Low,Unemployed,Married,No,3.6,4.7,Excellent,No,28,8026,187,61,57,3434,1641,No,2011,Public
577,Instagram,49,Male,Other,Urban,Lower-middle,Full-time employed,Single,No,5.8,7.1,Poor,No,18,7951,97,34,33,470,458,Yes,2022,Private
578,Instagram,24,Male,United States,Urban,Middle,Full-time employed,Married,Yes,2.9,6.8,Average,No,7,7930,129,35,26,267,467,No,2025,Private
579,Instagram,15,Male,Other,Urban,Lower-middle,Freelancer,Single,No,8.7,6.2,Excellent,No,19,8149,122,36,36,1909,1045,No,2025,Public
580,Instagram,13,Male,India,Urban,Low,Student,Single,No,9.8,6,Good,No,31,8057,221,73,44,1299,2097,No,2010,Public
581,Instagram,45,Female,United States,Rural,Upper-middle,Retired,Married,No,9.1,5.6,Average,No,33,7814,120,43,41,403,233,No,2014,Private
582,Instagram,52,Female,Canada,Urban,Middle,Full-time employed,Single,No,1,6.1,Excellent,No,35,7954,233,74,40,1652,3283,No,2021,Private
583,Instagram,22,Male,South Korea,Rural,Upper-middle,Student,Single,No,8.6,7.7,Average,No,13,7966,120,33,29,189,103,No,2019,Friends only
584,Instagram,55,Male,South Korea,Suburban,Low,Full-time employed,In a relationship,Yes,14.3,4.3,Average,No,28,7959,142,35,29,398,898,Yes,2019,Private
585,Instagram,56,Male,United States,Urban,Lower-middle,Student,In a relationship,No,10,7.9,Very poor,No,16,8147,117,29,35,1041,1841,Yes,2015,Public
586,Instagram,41,Female,Canada,Suburban,Lower-middle,Freelancer,Single,Yes,8.1,8.3,Excellent,No,27,8052,94,21,24,303,199,No,2021,Friends only
587,Instagram,25,Male,Australia,Urban,Middle,Full-time employed,In a relationship,Yes,3.1,6.3,Poor,No,20,7949,147,25,39,4755,2724,No,2013,Private
588,Instagram,24,Male,Japan,Urban,Middle,Full-time employed,Married,No,1.1,6,Good,No,5,7975,114,20,24,808,430,Yes,2016,Public
589,Instagram,43,Female,Germany,Urban,Middle,Freelancer,Single,No,14.3,7.2,Very poor,No,39,8152,198,71,50,1316,1773,No,2013,Public
590,Instagram,58,Female,United Kingdom,Urban,Lower-middle,Full-time employed,Married,Yes,10.5,7.4,Average,No,26,7955,187,56,38,807,1507,No,2018,Private
591,Instagram,14,Male,Other,Suburban,Lower-middle,Full-time employed,Single,No,2.8,7.8,Good,No,8,8119,96,24,25,11084,10000,No,2017,Public
592,Instagram,63,Male,United States,Urban,Lower-middle,Student,In a relationship,Yes,4.7,7.5,Average,No,22,7961,153,52,28,2902,2793,No,2018,Friends only
593,Instagram,62,Female,Germany,Urban,Low,Full-time employed,Single,No,6.6,9,Good,Yes,13,7966,60,10,16,3036,4955,No,2017,Friends only
594,Instagram,47,Male,Other,Rural,Lower-middle,Student,Married,No,4.2,8.7,Good,Former,5,8086,78,8,15,3528,2000,Yes,2025,Public
595,Instagram,35,Male,India,Urban,Lower-middle,Full-time employed,Married,Yes,10.6,6.1,Good,No,0,7927,34,3,12,2751,6121,No,2011,Public
596,Instagram,29,Female,Brazil,Rural,Middle,Freelancer,Single,No,4.7,4.8,Good,No,0,7945,65,16,17,992,1561,Yes,2022,Private
597,Instagram,38,Female,Canada,Urban,Middle,Full-time employed,Married,No,10.9,9.1,Excellent,No,6,7993,30,9,12,999,1671,No,2014,Friends only
598,Instagram,20,Male,Japan,Urban,Low,Full-time employed,In a relationship,No,6.9,7.9,Very poor,Former,15,8062,89,24,24,1032,1811,No,2025,Public
599,Instagram,41,Male,India,Urban,Middle,Unemployed,In a relationship,No,3.3,7.4,Very poor,No,21,7913,107,22,31,1006,2161,No,2015,Friends only
600,Instagram,38,Female,India,Suburban,Low,Full-time employed,In a relationship,Yes,6.4,6.9,Excellent,Former,38,7932,250,65,49,1049,1997,No,2025,Public
601,Instagram,22,Female,United States,Suburban,Middle,Student,Single,Yes,0.3,4.8,Very poor,No,26,7766,124,25,34,374,244,Yes,2013,Private
602,Instagram,38,Female,United States,Urban,Low,Student,Married,Yes,13.2,10,Poor,No,19,7926,145,36,43,846,1863,No,2018,Public
603,Instagram,46,Male,United Kingdom,Rural,Upper-middle,Full-time employed,Single,Yes,8.7,7.3,Poor,No,39,7954,163,50,42,38,80,No,2025,Friends only
604,Instagram,63,Female,Canada,Suburban,Upper-middle,Full-time employed,Single,No,15.8,7.9,Good,Yes,15,7976,47,12,20,4613,3104,No,2020,Private
605,Instagram,53,Female,India,Urban,Lower-middle,Part-time,Single,Yes,7.7,8.4,Very poor,No,0,8102,53,24,11,220,345,No,2015,Public
606,Instagram,19,Male,Germany,Urban,Middle,Student,Married,No,4.2,7.3,Poor,No,32,7890,201,51,40,5300,2820,No,2017,Private
607,Instagram,16,Male,Japan,Urban,Low,Student,Single,No,12.5,7.3,Good,No,7,7933,76,24,33,18638,10000,Yes,2019,Public
608,Instagram,65,Male,United States,Urban,Middle,Full-time employed,In a relationship,No,6.8,7.1,Average,Yes,29,7993,148,46,37,1497,3253,No,2018,Friends only
609,Instagram,62,Male,India,Suburban,Low,Full-time employed,Single,No,14.6,8.2,Good,No,22,8038,49,15,16,3713,4904,No,2022,Friends only
610,Instagram,57,Male,United States,Urban,High,Part-time,In a relationship,No,9.9,8.4,Very poor,No,7,7993,78,22,19,708,1566,No,2011,Public
611,Instagram,23,Male,Canada,Urban,High,Full-time employed,Married,No,9.4,6.2,Average,No,37,8059,162,50,42,8036,7683,No,2019,Friends only
612,Instagram,41,Female,United States,Urban,Lower-middle,Unemployed,Married,No,2.8,5.9,Average,No,16,8010,116,39,30,492,1119,No,2018,Friends only
613,Instagram,48,Male,India,Suburban,Middle,Student,Single,No,0.6,6.3,Good,Yes,38,7910,162,52,46,1449,2145,No,2024,Friends only
614,Instagram,37,Female,United Kingdom,Rural,Middle,Full-time employed,Single,Yes,5.6,7,Average,No,11,7961,127,35,28,994,2122,No,2016,Public
615,Instagram,33,Male,Brazil,Suburban,Middle,Full-time employed,Single,No,11.8,5.6,Very poor,No,21,7856,143,47,35,637,712,No,2015,Private
616,Instagram,48,Female,United States,Urban,Lower-middle,Part-time,In a relationship,No,6.6,9.4,Good,No,15,7810,101,16,14,435,1016,No,2017,Public
617,Instagram,22,Female,Australia,Suburban,Middle,Unemployed,Married,Yes,8,7.4,Excellent,No,29,8041,168,60,40,1467,1221,No,2024,Friends only
618,Instagram,49,Male,South Korea,Urban,High,Full-time employed,Single,No,2.9,7.1,Good,No,28,8126,119,23,28,1995,4344,No,2015,Friends only
619,Instagram,21,Male,United States,Suburban,Middle,Full-time employed,Married,No,2.5,8.4,Average,No,40,7949,257,63,45,5527,8706,No,2018,Public
620,Instagram,36,Male,India,Suburban,Lower-middle,Full-time employed,Single,No,10.1,7.5,Average,No,27,8071,113,41,30,2832,2421,No,2014,Friends only
621,Instagram,47,Male,Australia,Urban,Lower-middle,Full-time employed,Divorced,No,4.5,5.1,Poor,No,10,7938,50,12,16,217,228,No,2014,Public
622,Instagram,61,Female,India,Suburban,Lower-middle,Full-time employed,Single,No,3.6,5,Poor,No,36,7887,186,54,53,3093,7013,No,2018,Private
623,Instagram,47,Male,Australia,Urban,Lower-middle,Freelancer,Single,No,2.8,8.6,Good,No,14,7941,38,17,8,4002,5533,No,2020,Private
624,Instagram,60,Male,United States,Urban,Middle,Full-time employed,In a relationship,No,10.4,6.4,Good,No,16,8114,86,27,21,436,297,Yes,2019,Friends only
625,Instagram,48,Female,United States,Urban,High,Student,Single,No,15.4,8.1,Excellent,No,25,7978,165,55,38,253,156,No,2010,Public
626,Instagram,30,Male,United States,Urban,Lower-middle,Freelancer,Married,No,7.8,7.5,Average,No,28,7947,91,35,31,627,1075,Yes,2020,Friends only
627,Instagram,61,Male,United Kingdom,Urban,Lower-middle,Unemployed,Divorced,No,1.9,5.5,Poor,No,5,8063,31,7,8,524,561,No,2012,Private
628,Instagram,51,Female,India,Rural,Upper-middle,Freelancer,In a relationship,No,3.2,6.4,Good,No,40,7906,224,66,43,2524,1216,No,2020,Friends only
629,Instagram,44,Male,Brazil,Rural,Middle,Full-time employed,Married,Yes,5.1,6.8,Average,Former,12,8073,132,45,28,875,704,No,2018,Friends only
630,Instagram,36,Female,Other,Urban,Middle,Full-time employed,Single,No,10.4,6.2,Very poor,No,26,7985,128,35,30,2657,5280,No,2017,Friends only
631,Instagram,35,Male,Brazil,Suburban,Upper-middle,Part-time,In a relationship,No,2,7.7,Very poor,Yes,24,8030,151,50,42,642,749,No,2014,Friends only
632,Instagram,44,Male,India,Urban,Lower-middle,Full-time employed,Married,Yes,9.1,6.9,Average,Yes,37,8071,229,52,42,668,424,No,2019,Private
633,Instagram,49,Male,Brazil,Rural,Middle,Student,Single,No,6.6,7.4,Good,No,35,8107,95,33,28,1176,2632,Yes,2013,Private
634,Instagram,24,Male,India,Urban,Lower-middle,Part-time,In a relationship,No,12.3,6.6,Average,No,18,8002,194,43,36,1717,3901,No,2014,Private
635,Instagram,61,Male,United Kingdom,Urban,Middle,Full-time employed,Single,No,6.4,6.2,Good,Former,2,8221,24,2,10,6264,5889,Yes,2019,Private
636,Instagram,25,Non-binary,South Korea,Suburban,Middle,Student,Divorced,No,13.9,6.5,Very poor,No,23,8011,118,37,31,753,1800,Yes,2024,Private
637,Instagram,35,Male,Australia,Urban,Middle,Freelancer,Single,No,5.4,6.6,Good,No,34,8054,172,44,43,352,689,No,2023,Public
638,Instagram,37,Male,United States,Urban,High,Full-time employed,Married,No,9.1,7,Good,No,11,8146,134,40,28,4346,10000,No,2025,Public
639,Instagram,47,Male,India,Suburban,High,Full-time employed,Single,Yes,8.8,6.9,Good,No,28,7973,167,48,40,846,1833,No,2011,Private
640,Instagram,53,Male,India,Urban,Middle,Student,Single,Yes,4.8,6.8,Average,No,35,7862,168,54,29,1388,1354,No,2011,Private
641,Instagram,42,Female,United States,Rural,Low,Freelancer,In a relationship,Yes,12.3,4.2,Average,No,2,8126,61,10,17,699,1548,No,2025,Public
642,Instagram,29,Male,United States,Urban,Low,Retired,Single,No,1.6,7.9,Average,No,9,8011,105,41,31,4402,5286,No,2011,Private
643,Instagram,61,Female,United States,Urban,Low,Full-time employed,Married,No,4.2,8,Very poor,No,33,8169,177,50,45,1965,3609,No,2025,Friends only
644,Instagram,32,Female,Canada,Urban,Low,Student,In a relationship,No,9,6,Very poor,Yes,16,7978,163,54,39,627,1090,No,2021,Public
645,Instagram,60,Non-binary,India,Suburban,Middle,Full-time employed,Married,Yes,1.8,7.2,Good,No,1,7870,20,7,12,161,394,Yes,2013,Private
646,Instagram,37,Male,United States,Urban,Low,Part-time,In a relationship,Yes,4.6,7.3,Poor,No,36,7877,226,74,62,542,957,No,2012,Private
647,Instagram,34,Female,Germany,Urban,Upper-middle,Student,In a relationship,No,2.7,4.9,Average,No,39,8001,156,47,26,1241,2136,Yes,2019,Friends only
648,Instagram,25,Male,India,Urban,Upper-middle,Full-time employed,Married,Yes,4.4,5.8,Average,Yes,31,7915,160,44,34,1094,860,No,2011,Public
649,Instagram,31,Female,Australia,Rural,Upper-middle,Unemployed,Single,No,7.5,6.2,Good,No,10,8048,58,20,14,515,526,No,2010,Private
650,Instagram,61,Male,United Kingdom,Suburban,Lower-middle,Full-time employed,Married,No,9.1,7.8,Poor,No,29,7969,103,24,23,363,544,No,2011,Public
651,Instagram,48,Male,India,Suburban,Lower-middle,Student,Single,Yes,3.1,6.1,Average,Former,20,8034,129,42,35,6394,10000,No,2011,Public
652,Instagram,24,Male,United States,Suburban,Lower-middle,Freelancer,In a relationship,No,4.1,7.6,Average,No,12,8074,84,27,22,2663,4822,Yes,2016,Private
653,Instagram,53,Male,India,Urban,Lower-middle,Freelancer,Single,Yes,5.2,6.1,Good,No,17,8025,65,19,32,205,317,No,2024,Friends only
654,Instagram,31,Male,United States,Suburban,High,Full-time employed,Married,No,5.7,5.7,Poor,Yes,29,8004,187,64,45,3233,7627,No,2014,Public
655,Instagram,24,Female,India,Urban,Low,Full-time employed,Single,No,1.6,7.4,Very poor,No,36,7869,198,35,37,1895,4020,No,2019,Public
656,Instagram,21,Male,United States,Suburban,Middle,Full-time employed,In a relationship,No,1.7,8.5,Average,No,35,8118,189,59,49,1303,3175,No,2024,Friends only
657,Instagram,19,Male,India,Urban,High,Full-time employed,Single,No,8.3,9,Good,No,22,8112,173,60,32,528,300,No,2019,Public
658,Instagram,40,Female,United States,Urban,Lower-middle,Part-time,In a relationship,No,5.1,7.5,Poor,No,38,7978,144,37,37,4356,7344,No,2011,Friends only
659,Instagram,26,Male,India,Urban,Upper-middle,Full-time employed,Married,No,9.2,5.7,Good,No,12,7837,123,34,24,2553,2547,Yes,2014,Private
660,Instagram,43,Female,Other,Urban,Low,Student,Single,No,10.5,5.3,Average,No,36,8045,180,62,37,2998,5626,No,2016,Friends only
661,Instagram,64,Female,Canada,Urban,High,Full-time employed,Married,No,2.7,6.5,Excellent,No,7,8052,104,37,27,1401,1578,No,2025,Private
662,Instagram,31,Male,India,Urban,Upper-middle,Part-time,In a relationship,Yes,2.5,9.4,Poor,No,40,8057,259,72,55,97,242,No,2016,Private
663,Instagram,59,Male,United States,Urban,Lower-middle,Full-time employed,Widowed,Yes,13.6,6.8,Very poor,No,37,8029,200,55,42,2844,5105,No,2018,Private
664,Instagram,28,Female,South Korea,Urban,Lower-middle,Full-time employed,Single,No,9,6.3,Very poor,No,1,8120,58,18,15,586,1072,No,2014,Public
665,Instagram,65,Female,Brazil,Urban,Low,Part-time,Single,Yes,5,7.4,Average,No,25,8323,97,29,25,158,93,No,2025,Private
666,Instagram,17,Male,India,Urban,Low,Full-time employed,In a relationship,No,7,7.6,Excellent,No,3,8037,91,21,24,308,340,No,2013,Public
667,Instagram,47,Female,India,Urban,Middle,Full-time employed,In a relationship,No,6.5,7.8,Good,No,13,7881,88,24,20,2842,3835,No,2024,Public
668,Instagram,24,Male,Australia,Urban,Middle,Freelancer,In a relationship,No,1.9,8.6,Average,No,2,7908,60,11,5,280,637,No,2019,Public
669,Instagram,37,Male,Canada,Urban,Low,Student,Single,No,12.7,6.6,Average,No,21,7961,156,56,35,1435,1834,No,2011,Friends only
670,Instagram,64,Male,Other,Urban,Lower-middle,Full-time employed,Single,No,8.3,7.6,Good,No,33,8114,144,40,42,880,449,Yes,2010,Public
671,Instagram,33,Male,Japan,Suburban,Upper-middle,Student,Divorced,No,4.1,7.7,Average,No,11,7895,108,27,30,1848,2691,No,2014,Public
672,Instagram,48,Male,United Kingdom,Rural,Upper-middle,Part-time,Married,No,9.6,7.8,Excellent,No,2,8028,66,19,12,4105,5443,No,2019,Public
673,Instagram,65,Female,Other,Suburban,Low,Full-time employed,In a relationship,No,2.1,6.9,Poor,No,8,7868,61,11,21,1966,4229,No,2020,Private
674,Instagram,35,Male,United Kingdom,Urban,Upper-middle,Unemployed,Divorced,No,6.2,4.4,Average,No,8,7742,50,13,12,243,174,No,2024,Public
675,Instagram,28,Female,India,Rural,High,Full-time employed,Single,No,2.2,6.8,Excellent,No,13,8137,133,53,36,1721,4276,Yes,2024,Private
676,Instagram,51,Male,Other,Suburban,Low,Full-time employed,Married,No,3.2,4.6,Excellent,No,2,7911,70,19,19,2766,6317,Yes,2015,Public
677,Instagram,57,Female,South Korea,Urban,Middle,Unemployed,In a relationship,Yes,6.8,7.4,Poor,No,35,7908,163,51,25,59,130,No,2018,Public
678,Instagram,65,Female,United States,Urban,Lower-middle,Freelancer,Single,Yes,16.3,8.4,Average,Yes,21,8059,147,46,27,1212,1039,Yes,2016,Friends only
679,Instagram,54,Female,United States,Suburban,Lower-middle,Full-time employed,Married,No,8.8,6.9,Good,No,5,8018,66,17,18,790,1590,No,2025,Private
680,Instagram,51,Female,United Kingdom,Urban,Lower-middle,Part-time,Single,No,5.9,7.6,Very poor,No,21,8080,85,10,14,274,442,No,2014,Private
681,Instagram,26,Female,Other,Rural,Low,Freelancer,In a relationship,Yes,6.5,7.7,Average,No,34,7937,173,60,46,2235,4924,No,2017,Public
682,Instagram,43,Male,United States,Urban,Middle,Full-time employed,Divorced,No,9.3,7.5,Poor,No,36,7910,241,80,53,3589,6798,No,2024,Friends only
683,Instagram,17,Female,India,Urban,Low,Full-time employed,In a relationship,No,12,8.3,Excellent,No,26,8068,170,37,45,505,662,No,2021,Public
684,Instagram,47,Female,Brazil,Suburban,Lower-middle,Full-time employed,Single,Yes,13.7,6,Poor,No,32,7919,136,41,24,589,762,No,2015,Public
685,Instagram,35,Male,Germany,Urban,Middle,Freelancer,In a relationship,Yes,7.9,6.8,Poor,No,34,8105,169,41,44,1096,1095,No,2022,Public
686,Instagram,41,Male,Canada,Rural,Lower-middle,Unemployed,Married,No,11.4,6.1,Very poor,Yes,8,8093,66,17,9,1060,1444,Yes,2011,Private
687,Instagram,55,Male,United States,Urban,Lower-middle,Full-time employed,Single,Yes,12.7,8.9,Average,No,37,8151,175,63,41,1752,3727,No,2022,Friends only
688,Instagram,23,Male,India,Suburban,Middle,Full-time employed,Married,No,6,5,Good,No,5,8050,118,31,25,3337,6011,No,2019,Private
689,Instagram,30,Female,Other,Urban,Lower-middle,Student,In a relationship,Yes,12,7.7,Average,No,23,7993,118,30,24,2630,5595,Yes,2023,Public
690,Instagram,59,Female,United States,Urban,Lower-middle,Full-time employed,In a relationship,No,6,8.3,Average,No,30,7977,71,28,20,1203,489,Yes,2012,Friends only
691,Instagram,24,Male,Brazil,Urban,Low,Unemployed,Divorced,Yes,2,7.8,Average,No,29,7833,161,73,43,491,1058,No,2015,Friends only
692,Instagram,21,Non-binary,India,Urban,High,Student,Single,No,3.1,6.5,Average,No,38,7985,143,42,37,1526,1464,No,2016,Friends only
693,Instagram,22,Male,Brazil,Suburban,Middle,Full-time employed,Married,Yes,7.8,7.6,Poor,Yes,14,8153,115,38,32,892,1801,Yes,2012,Friends only
694,Instagram,56,Male,India,Urban,Middle,Full-time employed,Single,No,8.9,6,Good,No,31,7913,181,59,44,3469,7351,Yes,2024,Private
695,Instagram,29,Male,Brazil,Urban,Low,Full-time employed,Married,No,4.9,8,Poor,No,17,7875,73,19,10,90,84,No,2023,Private
696,Instagram,50,Female,United States,Urban,Lower-middle,Full-time employed,Married,No,10.5,7.4,Very poor,No,17,8113,129,43,27,1042,2395,No,2011,Private
697,Instagram,19,Female,Canada,Urban,Middle,Student,Married,Yes,3,6.9,Excellent,No,33,7961,176,58,32,253,348,No,2025,Friends only
698,Instagram,58,Female,Other,Urban,Middle,Full-time employed,Married,Yes,4.1,5.4,Very poor,No,5,7847,27,4,10,1804,3071,No,2010,Private
699,Instagram,25,Female,Other,Urban,Upper-middle,Student,Divorced,No,4.5,8.1,Good,No,6,8040,31,7,13,163,327,No,2012,Public
700,Instagram,52,Male,Australia,Urban,Middle,Student,Married,Yes,3.9,7.9,Poor,Former,7,7998,27,6,13,632,1292,Yes,2019,Friends only
701,Instagram,54,Non-binary,South Korea,Suburban,Upper-middle,Full-time employed,Single,Yes,3.8,7.4,Very poor,No,28,8133,125,38,35,389,208,No,2022,Public
702,Instagram,21,Female,United Kingdom,Urban,Low,Full-time employed,Single,Yes,7.9,8,Very poor,No,12,7931,171,50,54,673,868,No,2025,Private
703,Instagram,62,Female,United States,Urban,Upper-middle,Student,In a relationship,No,2.6,6.8,Average,No,36,8246,183,50,43,21450,10000,No,2011,Public
704,Instagram,39,Female,United Kingdom,Suburban,Lower-middle,Student,Single,Yes,4.2,8.4,Poor,No,40,8046,173,46,29,433,288,No,2017,Public
705,Instagram,14,Male,South Korea,Suburban,Lower-middle,Full-time employed,Single,No,8.1,6,Good,No,32,8011,167,51,33,2647,1432,No,2012,Friends only
706,Instagram,17,Male,India,Urban,Lower-middle,Full-time employed,Single,No,6,9.4,Good,No,25,7988,121,46,37,2843,4127,No,2013,Private
707,Instagram,41,Female,India,Urban,Lower-middle,Student,In a relationship,No,4.1,8.3,Good,No,22,8000,101,31,25,686,1595,Yes,2015,Friends only
708,Instagram,49,Female,Brazil,Suburban,Low,Part-time,Single,Yes,1.2,6.3,Good,No,32,8039,156,55,29,1377,3048,No,2020,Public
709,Instagram,50,Female,South Korea,Urban,Middle,Full-time employed,Single,No,3.6,7.8,Average,No,1,8085,26,7,16,3505,1723,No,2018,Private
710,Instagram,31,Male,Australia,Suburban,Lower-middle,Student,In a relationship,Yes,3.8,6.4,Average,Former,21,7935,133,37,22,348,837,No,2020,Private
711,Instagram,20,Female,United States,Suburban,Low,Student,Married,Yes,14.5,7.7,Excellent,No,35,8006,251,72,57,4578,2894,No,2015,Public
712,Instagram,60,Female,South Korea,Suburban,Upper-middle,Unemployed,Single,No,12.8,7.3,Average,No,13,7868,66,16,18,510,744,No,2021,Public
713,Instagram,57,Male,India,Suburban,Middle,Part-time,In a relationship,No,4.9,6.9,Excellent,No,40,7932,181,57,39,459,473,No,2024,Private
714,Instagram,13,Male,United States,Urban,Middle,Full-time employed,In a relationship,No,16.3,7,Average,No,3,7896,49,6,17,1831,1405,No,2015,Public
715,Instagram,34,Male,Japan,Urban,Middle,Student,Single,No,3.2,7.8,Average,No,17,8040,116,22,17,306,179,No,2020,Private
716,Instagram,64,Female,Japan,Suburban,Middle,Retired,Single,No,9.1,5.8,Average,Yes,1,7881,28,6,17,867,714,No,2022,Private
717,Instagram,29,Male,India,Urban,Middle,Student,In a relationship,No,3.8,7.4,Excellent,No,8,8128,153,37,30,324,221,No,2014,Private
718,Instagram,19,Male,Brazil,Rural,Middle,Unemployed,In a relationship,No,6.3,7.5,Average,Yes,5,7947,97,27,23,557,1299,No,2017,Private
719,Instagram,37,Female,Brazil,Suburban,High,Full-time employed,Married,No,5.4,6.1,Good,No,15,7918,165,42,42,503,296,No,2019,Friends only
720,Instagram,57,Female,United States,Urban,Middle,Freelancer,Single,Yes,4.9,7.6,Average,Yes,18,8091,123,32,30,1652,3507,No,2021,Friends only
721,Instagram,16,Male,Germany,Rural,Lower-middle,Full-time employed,Single,Yes,6.4,7.5,Average,No,5,7852,90,18,15,1543,2841,No,2014,Friends only
722,Instagram,48,Female,India,Urban,Upper-middle,Full-time employed,Married,No,12.9,6.3,Very poor,No,17,8058,108,36,26,592,725,No,2020,Public
723,Instagram,18,Female,India,Urban,Middle,Student,Married,No,1.7,5.1,Poor,No,23,8024,148,38,31,3628,3549,No,2022,Friends only
724,Instagram,43,Male,United States,Urban,Lower-middle,Full-time employed,In a relationship,No,10.3,6.4,Very poor,No,2,7925,79,23,23,1181,941,No,2015,Private
